img_fpath,ours_top_AVE_audio_fpath,w2c_top_AVE_audio_fpath,category,participant,ours_video_path,w2c_video_path,ours_rand_uid,w2c_rand_uid,dataset,ours_top_PSE_audio_fpath,w2c_top_PSE_audio_fpath,first_video_path,second_video_path,first_video_uid,second_video_uid
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/N4QGTrobCxs_f1.jpg,AVE_Filtered_NoSpeechMusic/audio/J-Igx1Ucy-Y.wav,AVE_Filtered_NoSpeechMusic/audio/36xzrUTlmKw.wav,Bark,P11,final_sampled_400/ours/N4QGTrobCxs_f1_ours.mp4,final_sampled_400/w2c_baseline/N4QGTrobCxs_f1_W2C.mp4,7976929e-c422-4ebe-8869-8033e91d6df7,9211ae68-3176-415f-a1a4-0dbb14ea8068,AVE,,,final_sampled_400_AVE/ours/N4QGTrobCxs_f1_ours.mp4,final_sampled_400_AVE/w2c_baseline/N4QGTrobCxs_f1_W2C.mp4,7976929e-c422-4ebe-8869-8033e91d6df7,9211ae68-3176-415f-a1a4-0dbb14ea8068
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/6kgP5UmqtRs_f7.jpg,AVE_Filtered_NoSpeechMusic/audio/iHCnXCi1-Xg.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Toilet flush,P12,final_sampled_400/ours/6kgP5UmqtRs_f7_ours.mp4,final_sampled_400/w2c_baseline/6kgP5UmqtRs_f7_W2C.mp4,3702e509-3c81-4363-88dd-e2040805ad26,05cf462f-6759-4186-af4c-2e2da0851668,AVE,,,final_sampled_400_AVE/ours/6kgP5UmqtRs_f7_ours.mp4,final_sampled_400_AVE/w2c_baseline/6kgP5UmqtRs_f7_W2C.mp4,3702e509-3c81-4363-88dd-e2040805ad26,05cf462f-6759-4186-af4c-2e2da0851668
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/OL63NVm1v7A_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/5f6RijX5c8E.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P13,final_sampled_400/ours/OL63NVm1v7A_f5_ours.mp4,final_sampled_400/w2c_baseline/OL63NVm1v7A_f5_W2C.mp4,ce0a817f-46c3-4a8b-bc38-7645d25f4868,5f06ff60-abdd-4cc6-bde5-904d1517e457,AVE,,,final_sampled_400_AVE/w2c_baseline/OL63NVm1v7A_f5_W2C.mp4,final_sampled_400_AVE/ours/OL63NVm1v7A_f5_ours.mp4,5f06ff60-abdd-4cc6-bde5-904d1517e457,ce0a817f-46c3-4a8b-bc38-7645d25f4868
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/2MOf0CdgxKE_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2jAVRDkz42M.wav,AVE_Filtered_NoSpeechMusic/audio/17BnUuWiMbU.wav,Toilet flush,P14,final_sampled_400/ours/2MOf0CdgxKE_f5_ours.mp4,final_sampled_400/w2c_baseline/2MOf0CdgxKE_f5_W2C.mp4,e61ba4a4-471b-4c1a-b25d-49c4e3f64076,da532513-cb21-415d-8e43-2593271b3bcc,AVE,,,final_sampled_400_AVE/w2c_baseline/2MOf0CdgxKE_f5_W2C.mp4,final_sampled_400_AVE/ours/2MOf0CdgxKE_f5_ours.mp4,da532513-cb21-415d-8e43-2593271b3bcc,e61ba4a4-471b-4c1a-b25d-49c4e3f64076
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/1EI58xGWnWg_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/HEqn0tgCtDM.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P15,final_sampled_400/ours/1EI58xGWnWg_f5_ours.mp4,final_sampled_400/w2c_baseline/1EI58xGWnWg_f5_W2C.mp4,5488fa8a-56fb-4770-b1d0-2212f7cb9678,e4d8eb53-93f2-4c15-b152-b37cd638bf3f,AVE,,,final_sampled_400_AVE/w2c_baseline/1EI58xGWnWg_f5_W2C.mp4,final_sampled_400_AVE/ours/1EI58xGWnWg_f5_ours.mp4,e4d8eb53-93f2-4c15-b152-b37cd638bf3f,5488fa8a-56fb-4770-b1d0-2212f7cb9678
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/EqrMUYD6Ix4_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/15w5MOkhlZI.wav,AVE_Filtered_NoSpeechMusic/audio/oM5CRdBtKao.wav,Helicopter,P16,final_sampled_400/ours/EqrMUYD6Ix4_f5_ours.mp4,final_sampled_400/w2c_baseline/EqrMUYD6Ix4_f5_W2C.mp4,07e1ed4b-051a-4211-a729-afae0f59ce7a,8b4da96e-3d0b-47b4-9c16-779ba16b8fdf,AVE,,,final_sampled_400_AVE/w2c_baseline/EqrMUYD6Ix4_f5_W2C.mp4,final_sampled_400_AVE/ours/EqrMUYD6Ix4_f5_ours.mp4,8b4da96e-3d0b-47b4-9c16-779ba16b8fdf,07e1ed4b-051a-4211-a729-afae0f59ce7a
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/L4Z-cfsZpqM_f4.jpg,AVE_Filtered_NoSpeechMusic/audio/Gnu1-w9OGME.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,"Rodents, rats, mice",P17,final_sampled_400/ours/L4Z-cfsZpqM_f4_ours.mp4,final_sampled_400/w2c_baseline/L4Z-cfsZpqM_f4_W2C.mp4,8340dcdb-ceee-4ba9-8ced-7240076fee1b,4d602ec4-3f7d-4e4b-86d9-ff257d2a1629,AVE,,,final_sampled_400_AVE/ours/L4Z-cfsZpqM_f4_ours.mp4,final_sampled_400_AVE/w2c_baseline/L4Z-cfsZpqM_f4_W2C.mp4,8340dcdb-ceee-4ba9-8ced-7240076fee1b,4d602ec4-3f7d-4e4b-86d9-ff257d2a1629
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-74dab6wYqU_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/FuWDfaQjbvs.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P18,final_sampled_400/ours/-74dab6wYqU_f5_ours.mp4,final_sampled_400/w2c_baseline/-74dab6wYqU_f5_W2C.mp4,aa6b967d-5d18-466e-97f5-caf5cffbce76,dfebf8b5-21cb-4f90-ac38-75a3fdc918be,AVE,,,final_sampled_400_AVE/w2c_baseline/-74dab6wYqU_f5_W2C.mp4,final_sampled_400_AVE/ours/-74dab6wYqU_f5_ours.mp4,dfebf8b5-21cb-4f90-ac38-75a3fdc918be,aa6b967d-5d18-466e-97f5-caf5cffbce76
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/CGk8_igDsrQ_f3.jpg,AVE_Filtered_NoSpeechMusic/audio/Gnu1-w9OGME.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,"Rodents, rats, mice",P19,final_sampled_400/ours/CGk8_igDsrQ_f3_ours.mp4,final_sampled_400/w2c_baseline/CGk8_igDsrQ_f3_W2C.mp4,225f2d09-0e76-4d6c-9569-0066e6315227,5d63fcc7-b572-4510-831f-728717717d64,AVE,,,final_sampled_400_AVE/w2c_baseline/CGk8_igDsrQ_f3_W2C.mp4,final_sampled_400_AVE/ours/CGk8_igDsrQ_f3_ours.mp4,5d63fcc7-b572-4510-831f-728717717d64,225f2d09-0e76-4d6c-9569-0066e6315227
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/8VavzRcNdIc_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/03LzjpuHPT0.wav,Goat,P20,final_sampled_400/ours/8VavzRcNdIc_f5_ours.mp4,final_sampled_400/w2c_baseline/8VavzRcNdIc_f5_W2C.mp4,128e83d8-9d6f-47ae-bf85-85490f792661,8799b412-b78b-452f-b614-b6b9c4cb2444,AVE,,,final_sampled_400_AVE/ours/8VavzRcNdIc_f5_ours.mp4,final_sampled_400_AVE/w2c_baseline/8VavzRcNdIc_f5_W2C.mp4,128e83d8-9d6f-47ae-bf85-85490f792661,8799b412-b78b-452f-b614-b6b9c4cb2444
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-gcMj5AQ2ys_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/4RhARbjonAQ.wav,Truck,P1,final_sampled_400/ours/-gcMj5AQ2ys_f5_ours.mp4,final_sampled_400/w2c_baseline/-gcMj5AQ2ys_f5_W2C.mp4,1ce41b67-2f50-4bab-8ba7-b908f3d17608,1c7c4f83-63ed-4ac3-a62a-a6bf428b2094,AVE,,,final_sampled_400_AVE/w2c_baseline/-gcMj5AQ2ys_f5_W2C.mp4,final_sampled_400_AVE/ours/-gcMj5AQ2ys_f5_ours.mp4,1c7c4f83-63ed-4ac3-a62a-a6bf428b2094,1ce41b67-2f50-4bab-8ba7-b908f3d17608
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-Eji8SnlVrY_f8.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/0X9wj5DvYnA.wav,Truck,P2,final_sampled_400/ours/-Eji8SnlVrY_f8_ours.mp4,final_sampled_400/w2c_baseline/-Eji8SnlVrY_f8_W2C.mp4,efe460b5-f09f-4a8b-ada8-fc5de29cdea2,8bd09163-4e57-4c50-ab8c-81ff79237a2c,AVE,,,final_sampled_400_AVE/w2c_baseline/-Eji8SnlVrY_f8_W2C.mp4,final_sampled_400_AVE/ours/-Eji8SnlVrY_f8_ours.mp4,8bd09163-4e57-4c50-ab8c-81ff79237a2c,efe460b5-f09f-4a8b-ada8-fc5de29cdea2
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0hE-lduyMng_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/09pbvSZmkZE.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Frying (food),P3,final_sampled_400/ours/0hE-lduyMng_f5_ours.mp4,final_sampled_400/w2c_baseline/0hE-lduyMng_f5_W2C.mp4,d4904181-abab-4e2a-9b92-5838ff97ff39,7c8ab46e-b2c2-4a72-9347-a3f71444ee5e,AVE,,,final_sampled_400_AVE/ours/0hE-lduyMng_f5_ours.mp4,final_sampled_400_AVE/w2c_baseline/0hE-lduyMng_f5_W2C.mp4,d4904181-abab-4e2a-9b92-5838ff97ff39,7c8ab46e-b2c2-4a72-9347-a3f71444ee5e
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/IJCt1QRXB2c_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/V4oMJ55Y0tQ.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P4,final_sampled_400/ours/IJCt1QRXB2c_f5_ours.mp4,final_sampled_400/w2c_baseline/IJCt1QRXB2c_f5_W2C.mp4,1b8f1dbf-85b8-4457-89af-05595bfd58ab,0add42f9-56bb-4e0d-8419-e359f5b571f1,AVE,,,final_sampled_400_AVE/w2c_baseline/IJCt1QRXB2c_f5_W2C.mp4,final_sampled_400_AVE/ours/IJCt1QRXB2c_f5_ours.mp4,0add42f9-56bb-4e0d-8419-e359f5b571f1,1b8f1dbf-85b8-4457-89af-05595bfd58ab
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/uYB1VQ52h6s_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/iHCnXCi1-Xg.wav,AVE_Filtered_NoSpeechMusic/audio/oM5CRdBtKao.wav,Church bell,P5,final_sampled_400/ours/uYB1VQ52h6s_f5_ours.mp4,final_sampled_400/w2c_baseline/uYB1VQ52h6s_f5_W2C.mp4,125802e2-5f79-4354-86e0-9d7316ec5af0,a6dce879-d2ec-4130-89b6-dda865c6f6f0,AVE,,,final_sampled_400_AVE/ours/uYB1VQ52h6s_f5_ours.mp4,final_sampled_400_AVE/w2c_baseline/uYB1VQ52h6s_f5_W2C.mp4,125802e2-5f79-4354-86e0-9d7316ec5af0,a6dce879-d2ec-4130-89b6-dda865c6f6f0
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/2itn7f5uqII_f7.jpg,AVE_Filtered_NoSpeechMusic/audio/30JTvMLCV0c.wav,AVE_Filtered_NoSpeechMusic/audio/RTe-0YG5QS8.wav,Frying (food),P6,final_sampled_400/ours/2itn7f5uqII_f7_ours.mp4,final_sampled_400/w2c_baseline/2itn7f5uqII_f7_W2C.mp4,7f991a0a-db10-41cf-a578-53229461ba45,9636c91f-7e38-43aa-994f-2644f1c913e9,AVE,,,final_sampled_400_AVE/ours/2itn7f5uqII_f7_ours.mp4,final_sampled_400_AVE/w2c_baseline/2itn7f5uqII_f7_W2C.mp4,7f991a0a-db10-41cf-a578-53229461ba45,9636c91f-7e38-43aa-994f-2644f1c913e9
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-TYGdSo47xo_f7.jpg,AVE_Filtered_NoSpeechMusic/audio/0R4uO4Vy9c0.wav,AVE_Filtered_NoSpeechMusic/audio/0pxLE0wNx-I.wav,Cat,P7,final_sampled_400/ours/-TYGdSo47xo_f7_ours.mp4,final_sampled_400/w2c_baseline/-TYGdSo47xo_f7_W2C.mp4,f50a4cec-4809-4559-bc75-f0fd7332bd9a,8c94b746-e4b2-4493-97ca-0dd7bcb4f4c6,AVE,,,final_sampled_400_AVE/ours/-TYGdSo47xo_f7_ours.mp4,final_sampled_400_AVE/w2c_baseline/-TYGdSo47xo_f7_W2C.mp4,f50a4cec-4809-4559-bc75-f0fd7332bd9a,8c94b746-e4b2-4493-97ca-0dd7bcb4f4c6
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-8ju6V8B5Oc_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2jAVRDkz42M.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Toilet flush,P8,final_sampled_400/ours/-8ju6V8B5Oc_f5_ours.mp4,final_sampled_400/w2c_baseline/-8ju6V8B5Oc_f5_W2C.mp4,f90c1e7c-c65e-4470-a655-155a2f0cbc54,9be4263c-f3f9-4535-b7eb-3ef0d3758d45,AVE,,,final_sampled_400_AVE/ours/-8ju6V8B5Oc_f5_ours.mp4,final_sampled_400_AVE/w2c_baseline/-8ju6V8B5Oc_f5_W2C.mp4,f90c1e7c-c65e-4470-a655-155a2f0cbc54,9be4263c-f3f9-4535-b7eb-3ef0d3758d45
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-2FVPRdbLdA_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2jAVRDkz42M.wav,AVE_Filtered_NoSpeechMusic/audio/17BnUuWiMbU.wav,Toilet flush,P9,final_sampled_400/ours/-2FVPRdbLdA_f5_ours.mp4,final_sampled_400/w2c_baseline/-2FVPRdbLdA_f5_W2C.mp4,c1b023eb-865b-47e8-9583-34cbf586c278,e71657b6-8404-4970-9757-1c60f6b35366,AVE,,,final_sampled_400_AVE/w2c_baseline/-2FVPRdbLdA_f5_W2C.mp4,final_sampled_400_AVE/ours/-2FVPRdbLdA_f5_ours.mp4,e71657b6-8404-4970-9757-1c60f6b35366,c1b023eb-865b-47e8-9583-34cbf586c278
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/ALP8_z817Uw_f2.jpg,AVE_Filtered_NoSpeechMusic/audio/12lHWBzDR9E.wav,AVE_Filtered_NoSpeechMusic/audio/077_m7wNT3I.wav,Bark,P10,final_sampled_400/ours/ALP8_z817Uw_f2_ours.mp4,final_sampled_400/w2c_baseline/ALP8_z817Uw_f2_W2C.mp4,948e431b-46cf-4f61-b96e-a0088072655b,733a71ba-d987-41b4-9072-aaad91db8b3f,AVE,,,final_sampled_400_AVE/ours/ALP8_z817Uw_f2_ours.mp4,final_sampled_400_AVE/w2c_baseline/ALP8_z817Uw_f2_W2C.mp4,948e431b-46cf-4f61-b96e-a0088072655b,733a71ba-d987-41b4-9072-aaad91db8b3f
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0095-_8T5ZY_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/7YHdWiSOChc.wav,AVE_Filtered_NoSpeechMusic/audio/1iUXERALOOs.wav,Train horn,P11,final_sampled_400/ours/0095-_8T5ZY_f5_ours.mp4,final_sampled_400/w2c_baseline/0095-_8T5ZY_f5_W2C.mp4,ac225ac3-035a-4cdb-85b6-71f695691681,815374f1-8c88-4a1d-8cf8-fccbb9c7e45c,AVE,,,final_sampled_400_AVE/ours/0095-_8T5ZY_f5_ours.mp4,final_sampled_400_AVE/w2c_baseline/0095-_8T5ZY_f5_W2C.mp4,ac225ac3-035a-4cdb-85b6-71f695691681,815374f1-8c88-4a1d-8cf8-fccbb9c7e45c
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/G0gRRosFHSA_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/HEqn0tgCtDM.wav,AVE_Filtered_NoSpeechMusic/audio/oM5CRdBtKao.wav,Clock,P12,final_sampled_400/ours/G0gRRosFHSA_f5_ours.mp4,final_sampled_400/w2c_baseline/G0gRRosFHSA_f5_W2C.mp4,217bd0aa-c427-4e45-88be-72856aafddd3,7903c364-ba4a-4b80-8cab-9bd2276bb8eb,AVE,,,final_sampled_400_AVE/w2c_baseline/G0gRRosFHSA_f5_W2C.mp4,final_sampled_400_AVE/ours/G0gRRosFHSA_f5_ours.mp4,7903c364-ba4a-4b80-8cab-9bd2276bb8eb,217bd0aa-c427-4e45-88be-72856aafddd3
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/FPIVRAQI9Ao_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/7behQn6vykM.wav,AVE_Filtered_NoSpeechMusic/audio/3LqKwILBqKk.wav,"Fixed-wing aircraft, airplane",P13,final_sampled_400/ours/FPIVRAQI9Ao_f5_ours.mp4,final_sampled_400/w2c_baseline/FPIVRAQI9Ao_f5_W2C.mp4,0940c39c-2218-40fe-9fe1-fe90cbc26c23,021b0ee6-9906-455a-b8a9-a269c613c9ec,AVE,,,final_sampled_400_AVE/ours/FPIVRAQI9Ao_f5_ours.mp4,final_sampled_400_AVE/w2c_baseline/FPIVRAQI9Ao_f5_W2C.mp4,0940c39c-2218-40fe-9fe1-fe90cbc26c23,021b0ee6-9906-455a-b8a9-a269c613c9ec
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/09NvcvNBR-w_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6Cg0TkI_GKk.wav,AVE_Filtered_NoSpeechMusic/audio/-eO7J5kuaUg.wav,Motorcycle,P14,final_sampled_400/ours/09NvcvNBR-w_f5_ours.mp4,final_sampled_400/w2c_baseline/09NvcvNBR-w_f5_W2C.mp4,10efd244-57f3-4650-a486-d50fa49d9cbf,9591d8a4-bc60-48a8-a6ec-688871282b7f,AVE,,,final_sampled_400_AVE/ours/09NvcvNBR-w_f5_ours.mp4,final_sampled_400_AVE/w2c_baseline/09NvcvNBR-w_f5_W2C.mp4,10efd244-57f3-4650-a486-d50fa49d9cbf,9591d8a4-bc60-48a8-a6ec-688871282b7f
