img_fpath,ours_top_AVE_audio_fpath,w2c_top_AVE_audio_fpath,category,participant,ours_video_path,w2c_video_path,ours_rand_uid,w2c_rand_uid
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/OL63NVm1v7A_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/5f6RijX5c8E.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P13,final_sampled_400/ours/OL63NVm1v7A_f5_ours.mp4,final_sampled_400/w2c_baseline/OL63NVm1v7A_f5_W2C.mp4,ce0a817f-46c3-4a8b-bc38-7645d25f4868,5f06ff60-abdd-4cc6-bde5-904d1517e457
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/2MOf0CdgxKE_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2jAVRDkz42M.wav,AVE_Filtered_NoSpeechMusic/audio/17BnUuWiMbU.wav,Toilet flush,P14,final_sampled_400/ours/2MOf0CdgxKE_f5_ours.mp4,final_sampled_400/w2c_baseline/2MOf0CdgxKE_f5_W2C.mp4,e61ba4a4-471b-4c1a-b25d-49c4e3f64076,da532513-cb21-415d-8e43-2593271b3bcc
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/1EI58xGWnWg_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/HEqn0tgCtDM.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P15,final_sampled_400/ours/1EI58xGWnWg_f5_ours.mp4,final_sampled_400/w2c_baseline/1EI58xGWnWg_f5_W2C.mp4,5488fa8a-56fb-4770-b1d0-2212f7cb9678,e4d8eb53-93f2-4c15-b152-b37cd638bf3f
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/EqrMUYD6Ix4_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/15w5MOkhlZI.wav,AVE_Filtered_NoSpeechMusic/audio/oM5CRdBtKao.wav,Helicopter,P16,final_sampled_400/ours/EqrMUYD6Ix4_f5_ours.mp4,final_sampled_400/w2c_baseline/EqrMUYD6Ix4_f5_W2C.mp4,07e1ed4b-051a-4211-a729-afae0f59ce7a,8b4da96e-3d0b-47b4-9c16-779ba16b8fdf
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/L4Z-cfsZpqM_f4.jpg,AVE_Filtered_NoSpeechMusic/audio/Gnu1-w9OGME.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,"Rodents, rats, mice",P17,final_sampled_400/ours/L4Z-cfsZpqM_f4_ours.mp4,final_sampled_400/w2c_baseline/L4Z-cfsZpqM_f4_W2C.mp4,8340dcdb-ceee-4ba9-8ced-7240076fee1b,4d602ec4-3f7d-4e4b-86d9-ff257d2a1629
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-74dab6wYqU_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/FuWDfaQjbvs.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P18,final_sampled_400/ours/-74dab6wYqU_f5_ours.mp4,final_sampled_400/w2c_baseline/-74dab6wYqU_f5_W2C.mp4,aa6b967d-5d18-466e-97f5-caf5cffbce76,dfebf8b5-21cb-4f90-ac38-75a3fdc918be
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/CGk8_igDsrQ_f3.jpg,AVE_Filtered_NoSpeechMusic/audio/Gnu1-w9OGME.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,"Rodents, rats, mice",P19,final_sampled_400/ours/CGk8_igDsrQ_f3_ours.mp4,final_sampled_400/w2c_baseline/CGk8_igDsrQ_f3_W2C.mp4,225f2d09-0e76-4d6c-9569-0066e6315227,5d63fcc7-b572-4510-831f-728717717d64
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/8VavzRcNdIc_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/03LzjpuHPT0.wav,Goat,P20,final_sampled_400/ours/8VavzRcNdIc_f5_ours.mp4,final_sampled_400/w2c_baseline/8VavzRcNdIc_f5_W2C.mp4,128e83d8-9d6f-47ae-bf85-85490f792661,8799b412-b78b-452f-b614-b6b9c4cb2444
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-gcMj5AQ2ys_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/4RhARbjonAQ.wav,Truck,P1,final_sampled_400/ours/-gcMj5AQ2ys_f5_ours.mp4,final_sampled_400/w2c_baseline/-gcMj5AQ2ys_f5_W2C.mp4,1ce41b67-2f50-4bab-8ba7-b908f3d17608,1c7c4f83-63ed-4ac3-a62a-a6bf428b2094
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-Eji8SnlVrY_f8.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/0X9wj5DvYnA.wav,Truck,P2,final_sampled_400/ours/-Eji8SnlVrY_f8_ours.mp4,final_sampled_400/w2c_baseline/-Eji8SnlVrY_f8_W2C.mp4,efe460b5-f09f-4a8b-ada8-fc5de29cdea2,8bd09163-4e57-4c50-ab8c-81ff79237a2c
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0hE-lduyMng_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/09pbvSZmkZE.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Frying (food),P3,final_sampled_400/ours/0hE-lduyMng_f5_ours.mp4,final_sampled_400/w2c_baseline/0hE-lduyMng_f5_W2C.mp4,d4904181-abab-4e2a-9b92-5838ff97ff39,7c8ab46e-b2c2-4a72-9347-a3f71444ee5e
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/IJCt1QRXB2c_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/V4oMJ55Y0tQ.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Clock,P4,final_sampled_400/ours/IJCt1QRXB2c_f5_ours.mp4,final_sampled_400/w2c_baseline/IJCt1QRXB2c_f5_W2C.mp4,1b8f1dbf-85b8-4457-89af-05595bfd58ab,0add42f9-56bb-4e0d-8419-e359f5b571f1
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/uYB1VQ52h6s_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/iHCnXCi1-Xg.wav,AVE_Filtered_NoSpeechMusic/audio/oM5CRdBtKao.wav,Church bell,P5,final_sampled_400/ours/uYB1VQ52h6s_f5_ours.mp4,final_sampled_400/w2c_baseline/uYB1VQ52h6s_f5_W2C.mp4,125802e2-5f79-4354-86e0-9d7316ec5af0,a6dce879-d2ec-4130-89b6-dda865c6f6f0
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/2itn7f5uqII_f7.jpg,AVE_Filtered_NoSpeechMusic/audio/30JTvMLCV0c.wav,AVE_Filtered_NoSpeechMusic/audio/RTe-0YG5QS8.wav,Frying (food),P6,final_sampled_400/ours/2itn7f5uqII_f7_ours.mp4,final_sampled_400/w2c_baseline/2itn7f5uqII_f7_W2C.mp4,7f991a0a-db10-41cf-a578-53229461ba45,9636c91f-7e38-43aa-994f-2644f1c913e9
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-TYGdSo47xo_f7.jpg,AVE_Filtered_NoSpeechMusic/audio/0R4uO4Vy9c0.wav,AVE_Filtered_NoSpeechMusic/audio/0pxLE0wNx-I.wav,Cat,P7,final_sampled_400/ours/-TYGdSo47xo_f7_ours.mp4,final_sampled_400/w2c_baseline/-TYGdSo47xo_f7_W2C.mp4,f50a4cec-4809-4559-bc75-f0fd7332bd9a,8c94b746-e4b2-4493-97ca-0dd7bcb4f4c6
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-8ju6V8B5Oc_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2jAVRDkz42M.wav,AVE_Filtered_NoSpeechMusic/audio/QSgqjJ2iglM.wav,Toilet flush,P8,final_sampled_400/ours/-8ju6V8B5Oc_f5_ours.mp4,final_sampled_400/w2c_baseline/-8ju6V8B5Oc_f5_W2C.mp4,f90c1e7c-c65e-4470-a655-155a2f0cbc54,9be4263c-f3f9-4535-b7eb-3ef0d3758d45
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-2FVPRdbLdA_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2jAVRDkz42M.wav,AVE_Filtered_NoSpeechMusic/audio/17BnUuWiMbU.wav,Toilet flush,P9,final_sampled_400/ours/-2FVPRdbLdA_f5_ours.mp4,final_sampled_400/w2c_baseline/-2FVPRdbLdA_f5_W2C.mp4,c1b023eb-865b-47e8-9583-34cbf586c278,e71657b6-8404-4970-9757-1c60f6b35366
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/ALP8_z817Uw_f2.jpg,AVE_Filtered_NoSpeechMusic/audio/12lHWBzDR9E.wav,AVE_Filtered_NoSpeechMusic/audio/077_m7wNT3I.wav,Bark,P10,final_sampled_400/ours/ALP8_z817Uw_f2_ours.mp4,final_sampled_400/w2c_baseline/ALP8_z817Uw_f2_W2C.mp4,948e431b-46cf-4f61-b96e-a0088072655b,733a71ba-d987-41b4-9072-aaad91db8b3f
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0095-_8T5ZY_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/7YHdWiSOChc.wav,AVE_Filtered_NoSpeechMusic/audio/1iUXERALOOs.wav,Train horn,P11,final_sampled_400/ours/0095-_8T5ZY_f5_ours.mp4,final_sampled_400/w2c_baseline/0095-_8T5ZY_f5_W2C.mp4,ac225ac3-035a-4cdb-85b6-71f695691681,815374f1-8c88-4a1d-8cf8-fccbb9c7e45c
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/G0gRRosFHSA_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/HEqn0tgCtDM.wav,AVE_Filtered_NoSpeechMusic/audio/oM5CRdBtKao.wav,Clock,P12,final_sampled_400/ours/G0gRRosFHSA_f5_ours.mp4,final_sampled_400/w2c_baseline/G0gRRosFHSA_f5_W2C.mp4,217bd0aa-c427-4e45-88be-72856aafddd3,7903c364-ba4a-4b80-8cab-9bd2276bb8eb
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/FPIVRAQI9Ao_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/7behQn6vykM.wav,AVE_Filtered_NoSpeechMusic/audio/3LqKwILBqKk.wav,"Fixed-wing aircraft, airplane",P13,final_sampled_400/ours/FPIVRAQI9Ao_f5_ours.mp4,final_sampled_400/w2c_baseline/FPIVRAQI9Ao_f5_W2C.mp4,0940c39c-2218-40fe-9fe1-fe90cbc26c23,021b0ee6-9906-455a-b8a9-a269c613c9ec
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/09NvcvNBR-w_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6Cg0TkI_GKk.wav,AVE_Filtered_NoSpeechMusic/audio/-eO7J5kuaUg.wav,Motorcycle,P14,final_sampled_400/ours/09NvcvNBR-w_f5_ours.mp4,final_sampled_400/w2c_baseline/09NvcvNBR-w_f5_W2C.mp4,10efd244-57f3-4650-a486-d50fa49d9cbf,9591d8a4-bc60-48a8-a6ec-688871282b7f
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-Ga9sSkpngg_f4.jpg,AVE_Filtered_NoSpeechMusic/audio/15w5MOkhlZI.wav,AVE_Filtered_NoSpeechMusic/audio/C2fLuBUVj-g.wav,Bus,P15,final_sampled_400/ours/-Ga9sSkpngg_f4_ours.mp4,final_sampled_400/w2c_baseline/-Ga9sSkpngg_f4_W2C.mp4,6f269036-0b00-4ede-9b72-df296203aa1f,d71652c7-ebc2-4424-98b3-636356b520b1
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/1Bj4gCz6cYs_f3.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/1aJK75652Ns.wav,Horse,P16,final_sampled_400/ours/1Bj4gCz6cYs_f3_ours.mp4,final_sampled_400/w2c_baseline/1Bj4gCz6cYs_f3_W2C.mp4,81b8b93b-7101-47ec-a5c1-b4bd2822b661,7dca3109-a2cb-4c43-943c-a05b54907683
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/2MYfUQFr6S0_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2Dv8SGM7W1A.wav,AVE_Filtered_NoSpeechMusic/audio/-8S9TKWIOSc.wav,Chainsaw,P17,final_sampled_400/ours/2MYfUQFr6S0_f5_ours.mp4,final_sampled_400/w2c_baseline/2MYfUQFr6S0_f5_W2C.mp4,6e7ad9db-2061-4141-8a90-ac0c8e98167f,4477a831-1d8c-4aa6-bf86-4642eea3cac0
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-4D3Gkyisyc_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6Cg0TkI_GKk.wav,AVE_Filtered_NoSpeechMusic/audio/0X9wj5DvYnA.wav,Motorcycle,P18,final_sampled_400/ours/-4D3Gkyisyc_f5_ours.mp4,final_sampled_400/w2c_baseline/-4D3Gkyisyc_f5_W2C.mp4,e1aabad2-dcce-4cc5-a514-634df58c656c,a9df5d76-07e5-4957-b2ea-1cc18157fa27
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/5QJ8SOQQZ7c_f6.jpg,AVE_Filtered_NoSpeechMusic/audio/-Mn3laA2KZc.wav,AVE_Filtered_NoSpeechMusic/audio/JFJ24afZ_Fs.wav,"Race car, auto racing",P19,final_sampled_400/ours/5QJ8SOQQZ7c_f6_ours.mp4,final_sampled_400/w2c_baseline/5QJ8SOQQZ7c_f6_W2C.mp4,3e5c1855-ac78-4dbb-bb85-4bf2d19769da,ce56d377-a467-4cd6-b121-0c915f4dce43
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/2zMsR1vItCQ_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2bSkMSmVolk.wav,AVE_Filtered_NoSpeechMusic/audio/3ndid3jni7M.wav,Train horn,P20,final_sampled_400/ours/2zMsR1vItCQ_f5_ours.mp4,final_sampled_400/w2c_baseline/2zMsR1vItCQ_f5_W2C.mp4,8b6a753a-4f77-423c-955f-10eaca106f2b,d5f0e4a3-0828-40ae-b9a5-94214e736efd
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/1xIoEndn2U4_f4.jpg,AVE_Filtered_NoSpeechMusic/audio/15w5MOkhlZI.wav,AVE_Filtered_NoSpeechMusic/audio/33fbMHu4nzo.wav,Bus,P1,final_sampled_400/ours/1xIoEndn2U4_f4_ours.mp4,final_sampled_400/w2c_baseline/1xIoEndn2U4_f4_W2C.mp4,57eec4cc-5488-4034-a6f1-3ff1b00db284,a1bf89dc-1f59-4425-9515-f5ceb29679bd
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/i5DOcfr2h18_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/iHCnXCi1-Xg.wav,AVE_Filtered_NoSpeechMusic/audio/d88slBelHe8.wav,Church bell,P2,final_sampled_400/ours/i5DOcfr2h18_f5_ours.mp4,final_sampled_400/w2c_baseline/i5DOcfr2h18_f5_W2C.mp4,6c193553-eb08-4340-ad1b-67b787767332,3cdd05d5-53be-4b13-b332-7024d91dfa36
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/6QipAjvqRgI_f2.jpg,AVE_Filtered_NoSpeechMusic/audio/6Cg0TkI_GKk.wav,AVE_Filtered_NoSpeechMusic/audio/33fbMHu4nzo.wav,"Race car, auto racing",P3,final_sampled_400/ours/6QipAjvqRgI_f2_ours.mp4,final_sampled_400/w2c_baseline/6QipAjvqRgI_f2_W2C.mp4,0674b3c3-f7c9-4b3d-bbad-2f484ea67f4a,966ca695-39f5-462d-9b7f-c966870f1432
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-TZmzuXs5j0_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/-2TWQG-UIug.wav,AVE_Filtered_NoSpeechMusic/audio/8xTIvAitUsw.wav,Horse,P4,final_sampled_400/ours/-TZmzuXs5j0_f5_ours.mp4,final_sampled_400/w2c_baseline/-TZmzuXs5j0_f5_W2C.mp4,bbeb735f-e5b2-4330-a510-92f540afc237,e759e5e0-8b5c-4199-8810-e296b9d1499d
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-x849pIf37k_f4.jpg,AVE_Filtered_NoSpeechMusic/audio/30JTvMLCV0c.wav,AVE_Filtered_NoSpeechMusic/audio/17BnUuWiMbU.wav,Frying (food),P5,final_sampled_400/ours/-x849pIf37k_f4_ours.mp4,final_sampled_400/w2c_baseline/-x849pIf37k_f4_W2C.mp4,ef4eda88-4f27-4e49-b09a-29081e87a655,763d923d-3686-4403-b854-e95f28d0dc84
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/-Tdc3q7JRto_f2.jpg,AVE_Filtered_NoSpeechMusic/audio/15w5MOkhlZI.wav,AVE_Filtered_NoSpeechMusic/audio/-IKMo9-20Zc.wav,Truck,P6,final_sampled_400/ours/-Tdc3q7JRto_f2_ours.mp4,final_sampled_400/w2c_baseline/-Tdc3q7JRto_f2_W2C.mp4,3952e56e-48e1-423b-ae55-cb07c63e78a3,1bd34561-7716-4b5e-b0e7-811840b58231
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0R4uO4Vy9c0_f1.jpg,AVE_Filtered_NoSpeechMusic/audio/J-Igx1Ucy-Y.wav,AVE_Filtered_NoSpeechMusic/audio/4RhARbjonAQ.wav,Cat,P7,final_sampled_400/ours/0R4uO4Vy9c0_f1_ours.mp4,final_sampled_400/w2c_baseline/0R4uO4Vy9c0_f1_W2C.mp4,0e0c4ed6-cbf1-418a-86d5-0c1436e0f6e8,6ddbc8ce-53db-4ca5-819d-7b79e78c014a
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/OdA8N1rJiqI_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/Gnu1-w9OGME.wav,AVE_Filtered_NoSpeechMusic/audio/N0e-DZo7gDk.wav,"Rodents, rats, mice",P8,final_sampled_400/ours/OdA8N1rJiqI_f5_ours.mp4,final_sampled_400/w2c_baseline/OdA8N1rJiqI_f5_W2C.mp4,1dcc4ca6-be83-4442-8827-b3ae617a7d03,6aaf1270-169c-4ed2-9f3b-01fec10292c7
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/0CrFJ3YqIbk_f1.jpg,AVE_Filtered_NoSpeechMusic/audio/-ztsjdrEqVQ.wav,AVE_Filtered_NoSpeechMusic/audio/0X9wj5DvYnA.wav,Motorcycle,P9,final_sampled_400/ours/0CrFJ3YqIbk_f1_ours.mp4,final_sampled_400/w2c_baseline/0CrFJ3YqIbk_f1_W2C.mp4,7f28e70e-3275-4c29-9456-8c70af0d5962,88a500c3-3454-4a67-80a3-5526a4378211
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/6GFmnB9lDCU_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/J-Igx1Ucy-Y.wav,AVE_Filtered_NoSpeechMusic/audio/B6kHGmBYycY.wav,Bark,P10,final_sampled_400/ours/6GFmnB9lDCU_f5_ours.mp4,final_sampled_400/w2c_baseline/6GFmnB9lDCU_f5_W2C.mp4,9caf9918-c8d6-4972-8935-254971cbdc91,64dab6c0-9ea5-401a-b5a9-dfd2c5becf20
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/3obLPXCKYpM_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6Cg0TkI_GKk.wav,AVE_Filtered_NoSpeechMusic/audio/4RhARbjonAQ.wav,"Race car, auto racing",P11,final_sampled_400/ours/3obLPXCKYpM_f5_ours.mp4,final_sampled_400/w2c_baseline/3obLPXCKYpM_f5_W2C.mp4,09f35d34-e243-42b6-9f0f-1087a212cae7,ed947041-85ab-4bf7-8d45-d5e1163360b3
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/3WAUAEIdzQU_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/6Hz2So8JxHE.wav,AVE_Filtered_NoSpeechMusic/audio/-2kErLFAk5k.wav,Helicopter,P12,final_sampled_400/ours/3WAUAEIdzQU_f5_ours.mp4,final_sampled_400/w2c_baseline/3WAUAEIdzQU_f5_W2C.mp4,a85dfd5a-52bd-48ed-bf95-a07ac7728bf2,ff386b9e-3f2c-4c4d-8957-408ba7bc7a28
AVE_Filtered_NoSpeechMusic/center_frames_of_AV_event/4z_y47YsieE_f5.jpg,AVE_Filtered_NoSpeechMusic/audio/2bSkMSmVolk.wav,AVE_Filtered_NoSpeechMusic/audio/1iUXERALOOs.wav,Train horn,P13,final_sampled_400/ours/4z_y47YsieE_f5_ours.mp4,final_sampled_400/w2c_baseline/4z_y47YsieE_f5_W2C.mp4,9f4e26b3-6a2a-4f01-a01a-7d1314f9dda1,c24c3cce-3667-4ecd-9d7d-f50f58bd1072
