img_fpath,ours_top_PSE_audio_fpath,w2c_top_PSE_audio_fpath,category,participant,ours_rand_uid,w2c_rand_uid,ours_video_path,w2c_video_path
157685729_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/Gen Collection - Vol. 1/Objects/Writing/OBJWrite_Paper Single Sheet Flap_PSE_GEN_fValH_4.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,paper,P11,9db30c6a-d763-45d3-9845-fa170b96292c,cf8bfe12-ca3f-466d-9df8-6078f7d9fce7,final_sampled_400/ours/157685729_f6_ours.mp4,final_sampled_400/w2c_baseline/157685729_f6_W2C.mp4
177866860_f5.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Food & Drink/Glassware/FOODGware_Spoon Saucer_PSE_OE_qtW1Y_4.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Destruction/Misc/DESTRMisc_Vehicle Impact_PSE_OE_Gf4rt_1.wav,liquid & mud,P12,7d8a6bb4-bb80-49d5-8507-cb7ec6154aa9,dadb86ce-2a4e-4e35-a0af-302430ad7626,final_sampled_400/ours/177866860_f5_ours.mp4,final_sampled_400/w2c_baseline/177866860_f5_W2C.mp4
129524128_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/Anime/Lasers/LASRBeam_Retro Glassy Sustained TAPE_PSE_ANI_Lyxhw_1.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Aircraft/Aircraft/AEROMil_F16 Thunderbird Jet Fly Over Maneuvers 04 ST1_PSE_KCAC_b6IpA_0.wav,lasers,P13,ab5130a2-f511-4825-9330-fe3e51ac9e6e,9c52ecfa-be18-4a0e-87e2-7089f1904f29,final_sampled_400/ours/129524128_f6_ours.mp4,final_sampled_400/w2c_baseline/129524128_f6_W2C.mp4
159127812_f1.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Wood/Friction/WOODFric_Big Tree Creak Fibrous Wooden Swaying Movements 04_PSE_OCX_UtdaK_12.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Weather/Thunder/THUN_Rolling Thunder Big Roll Rumble_PSE_OX_VIuRk_0.wav,vegetation,P14,19e49574-e64d-4f9f-b2bc-deb3669b7299,97ed435f-e380-4b1c-800b-f1f69fa5eeb2,final_sampled_400/ours/159127812_f1_ours.mp4,final_sampled_400/w2c_baseline/159127812_f1_W2C.mp4
137120192_f9.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Wood/Friction/WOODFric_Big Tree Creak Fibrous Wooden Swaying Movements 04_PSE_OCX_UtdaK_12.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Rifle/GUNRif_Enfield Musketoon Rifle Gunshots 05 46 M6_PSE_KCGP_4pX28_0.wav,weather,P15,7310e697-198e-40d4-b478-de7ab6fea083,9496d0dc-b594-4f9b-a558-70a79f306526,final_sampled_400/ours/137120192_f9_ours.mp4,final_sampled_400/w2c_baseline/137120192_f9_W2C.mp4
146305450_f22.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Communications/Telephone/COMTelph_Merlin Phone Ringing Short and Long Bursts_PSE_OCX_8VCjR_5.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Machines/Medical/MACHMed_Respirator 01_PSE_OE_lq74W_0.wav,communications,P16,657f9c7e-79b8-4de1-a613-869237b9cb10,d3528126-1a77-4194-9ad4-c9976360eb97,final_sampled_400/ours/146305450_f22_ours.mp4,final_sampled_400/w2c_baseline/146305450_f22_W2C.mp4
98899175_f15.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Vegetation/Tree/VEGETree_Tree Branch Rustle Moving Handling Crunching 02_PSE_OCX_rg1Sl_4.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Warfare/Bullets/Impact/BLLTImpt_AR15 Rifle Recorded at Impact_PSE_OW_tGQ1W_3.wav,vegetation,P17,17c6e11c-cdd1-458e-81fc-452da9f22066,25d3002a-7449-4a71-bb1b-6dbd0d5b47ab,final_sampled_400/ours/98899175_f15_ours.mp4,final_sampled_400/w2c_baseline/98899175_f15_W2C.mp4
132770489_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Warfare/Weapons/Sword/WEAPSwrd_Sword Hits Sharp Metal Clanks Ringing_PSE_OW_PDZey_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Wood/Friction/WOODFric_Big Tree Creak Constant Soft Whispering Wind 01_PSE_OCX_Hoj9D_15.wav,weapons,P18,3c7ca46b-691b-442a-89f2-291a51872d74,2b8094e6-f0b9-4e80-be83-1a396696c0ef,final_sampled_400/ours/132770489_f0_ours.mp4,final_sampled_400/w2c_baseline/132770489_f0_W2C.mp4
166572994_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/Doors/Sounds/DOORSwng_Swinging Service Door Open Squeak Subtle Spring_PSE_DRS_bM5sK_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Aircraft/Aircraft/AEROMil_F16 Thunderbird Jet Fly Over Maneuvers 04 ST1_PSE_KCAC_b6IpA_0.wav,drawers,P19,a5f0ded5-9043-4a67-9383-10d2e6ed020b,1eadf7dc-aa88-4d5c-a01c-42f4775c112c,final_sampled_400/ours/166572994_f0_ours.mp4,final_sampled_400/w2c_baseline/166572994_f0_W2C.mp4
13784079_f20.png,PSE_audio_dataset_split_filtered_JAN23_16k/Doors/Sounds/DOORSwng_Swinging Service Door Open Squeak Subtle Spring_PSE_DRS_bM5sK_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,doors,P20,24ad3a81-0b66-46b8-a0fc-6e76d531cf01,ce3f6975-d528-408a-8551-4c5d2fc4f995,final_sampled_400/ours/13784079_f20_ours.mp4,final_sampled_400/w2c_baseline/13784079_f20_W2C.mp4
135459568_f3.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Motors/Electric/MOTRElec_Small Servo Tiny Motor Buzzy_PSE_OX_YVFIt_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Beeps/General/BEEP_Department Store Tones Short Soft Pinging Bells 03_PSE_OCX_cBqe9_2.wav,motors,P1,dc5b069c-b4a6-4108-a021-c83f177665d0,3659a274-ed3e-4732-97b4-285c8031fd3b,final_sampled_400/ours/135459568_f3_ours.mp4,final_sampled_400/w2c_baseline/135459568_f3_W2C.mp4
37929496_f4.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Communications/Camera/COMCam_Camera Shutter Motorized 35mm Shutters_PSE_OCX_Rjh17_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Glass/Crash & Debris/GLASCrsh_Bottle Burst Shot with Silenced Rifle 02_PSE_OCX_K3aPY_0.wav,paper,P2,7a6ede4b-43d8-4ba1-a379-3b8cf6297865,ae5c1922-2061-4a71-89bf-ea04ba19c2f1,final_sampled_400/ours/37929496_f4_ours.mp4,final_sampled_400/w2c_baseline/37929496_f4_W2C.mp4
142430728_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Tools/Hand/TOOLHand_Rock Chiseling Exterior Sharp Metal Hits 02_PSE_OCX_svZ1I_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/Dynamic Debris/Debris - Misc/WOODCrsh_Wood Crashing Fall with Metal Impacts_PSE_DDBRS_rA7to_0.wav,rocks,P3,7139c8a8-887c-46c0-b767-da465dc3756e,4c621a29-b5f3-403a-bca7-e49fc653fd1c,final_sampled_400/ours/142430728_f0_ours.mp4,final_sampled_400/w2c_baseline/142430728_f0_W2C.mp4
132773334_f11.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Communications/Camera/COMCam_Camera Shutter Motorized 35mm Shutters_PSE_OCX_Rjh17_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Aircraft/Aircraft/AEROMil_F16 Thunderbird Jet Fly Over Maneuvers 04 ST1_PSE_KCAC_b6IpA_0.wav,beeps,P4,a1684abd-3c6c-4546-b798-91088adb1bc9,ed124fd0-ee42-4975-b457-e153b4aea58c,final_sampled_400/ours/132773334_f11_ours.mp4,final_sampled_400/w2c_baseline/132773334_f11_W2C.mp4
103375549_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Chains/Movement/CHAINMvmt_Chain Large Necklace Grab Pull_PSE_OX_7G5fN_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Trains/Misc/TRNMisc_Amtrak Superliner_PSE_OE_oTIrk_0.wav,fire,P5,a1beac3d-1c8e-4894-8460-2530879fdded,434230b1-1e2e-4693-8527-9cb5dbc16950,final_sampled_400/ours/103375549_f0_ours.mp4,final_sampled_400/w2c_baseline/103375549_f0_W2C.mp4
114674197_f23.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Weather/Thunder/THUN_Thunder Constant Light Rain Soft Airy Breeze 02_PSE_OCX_pTBDO_20.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Bells/Handbell/BELLHand_Bell Single Ding Dull Clacks Hand Held Ringing 03_PSE_OCX_LmNkt_0.wav,weather,P6,14663b6d-83b8-4526-9dd3-87fb2c8ead63,ede6bc1b-284c-42f5-94b0-d078be5b3bbd,final_sampled_400/ours/114674197_f23_ours.mp4,final_sampled_400/w2c_baseline/114674197_f23_W2C.mp4
100076307_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Communications/Telephone/COMTelph_Merlin Phone Ringing Short and Long Bursts_PSE_OCX_8VCjR_5.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,beeps,P7,8d2eb9ef-3ca3-4544-a370-e736a0e7bb70,a865e1e0-5b2d-4d54-8582-d10956a902a0,final_sampled_400/ours/100076307_f6_ours.mp4,final_sampled_400/w2c_baseline/100076307_f6_W2C.mp4
161369431_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Sports/Field/SPRTField_Soccer Bounce Exterior CU Kicking Hits_PSE_OCX_zKpjJ_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,sports,P8,c64b983a-b15a-4900-a708-46dc1ba6042f,88ad4b5a-3740-4ada-ab87-abb2235e3b2c,final_sampled_400/ours/161369431_f0_ours.mp4,final_sampled_400/w2c_baseline/161369431_f0_W2C.mp4
138078451_f6.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Chains/Movement/CHAINMvmt_Chain Large Necklace Grab Pull_PSE_OX_7G5fN_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Aircraft/Aircraft/AEROMil_F16 Thunderbird Jet Fly Over Maneuvers 04 ST1_PSE_KCAC_b6IpA_0.wav,plastic,P9,a9c26f78-dadd-4f50-803f-d182eb45a720,38417f0a-66e7-4a2e-b963-dd29f5b41751,final_sampled_400/ours/138078451_f6_ours.mp4,final_sampled_400/w2c_baseline/138078451_f6_W2C.mp4
78411608_f7.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Wood/Friction/WOODFric_Big Tree Creak Fibrous Wooden Swaying Movements 04_PSE_OCX_UtdaK_12.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,vegetation,P10,5f7ea0ac-49a2-4213-8cf6-45958e3d7fe2,403a504d-9aca-4618-8b45-82d75c5eed27,final_sampled_400/ours/78411608_f7_ours.mp4,final_sampled_400/w2c_baseline/78411608_f7_W2C.mp4
104800466_f12.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Warfare/Weapons/Sword/WEAPSwrd_Sword Hits Sharp Metal Clanks Ringing_PSE_OW_PDZey_2.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,fire,P11,aaf07ff1-0659-4a56-8b0b-f1e106b829a3,68ae43db-3a62-4b5c-925e-df95544f9c6b,final_sampled_400/ours/104800466_f12_ours.mp4,final_sampled_400/w2c_baseline/104800466_f12_W2C.mp4
182340981_f13.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Automatic/GUNAuto_M60 Belt Fed Machine Gun Gunshot 269 17 M1_PSE_KCGP_pO7bC_5.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Destruction/Misc/DESTRMisc_Vehicle Impact 02_PSE_OE_ZYEhn_2.wav,weapons,P12,9b78f12d-d8be-4016-afb4-ded157743fc9,dbd48750-6aa6-418e-9e99-623b043bdd5c,final_sampled_400/ours/182340981_f13_ours.mp4,final_sampled_400/w2c_baseline/182340981_f13_W2C.mp4
112984445_f11.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Destruction/Misc/DESTRMisc_Pottery Breaks_PSE_OE_4O81h_3.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,vegetation,P13,7af39aa0-11c6-4d15-a770-6f929f831376,330a9a15-7a2b-4b02-86e9-eefb70d411e4,final_sampled_400/ours/112984445_f11_ours.mp4,final_sampled_400/w2c_baseline/112984445_f11_W2C.mp4
99468578_f7.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Automatic/GUNAuto_M60 Belt Fed Machine Gun Gunshot 269 17 M1_PSE_KCGP_pO7bC_5.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Destruction/Misc/DESTRMisc_Rolling Multi Crash Slam Three Step Thunder_PSE_OX_s4BlT_2.wav,rocks,P14,574d7a67-38bf-4883-9be7-2e6736b66bdc,55b55445-861f-4130-86a9-bcad60aa2696,final_sampled_400/ours/99468578_f7_ours.mp4,final_sampled_400/w2c_baseline/99468578_f7_W2C.mp4
190785032_f8.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Cloth/Movement/CLOTHMvmt_Cloth Movement Pull Taut Impacts Hard Grabs_PSE_OX_MxX1B_3.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Aircraft/Aircraft/AEROMil_F16 Thunderbird Jet Fly Over Maneuvers 04 ST1_PSE_KCAC_b6IpA_0.wav,cloth,P15,a38fab81-9a77-4f77-b19d-71d9f6c6e303,d547a652-5817-47ae-b6cc-f6bd8972c2dc,final_sampled_400/ours/190785032_f8_ours.mp4,final_sampled_400/w2c_baseline/190785032_f8_W2C.mp4
125624491_f10.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Starter/Destruction/Misc/DESTRMisc_Vehicle Impact_PSE_OS_CdZUp_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Rifle/GUNRif_Enfield Musketoon Rifle Gunshots 05 46 M6_PSE_KCGP_4pX28_0.wav,destruction,P16,c305119d-ef2d-4f84-8451-15a33f3fe12f,4a3024c1-6d79-4ebd-92ab-e2ba5a6912a7,final_sampled_400/ours/125624491_f10_ours.mp4,final_sampled_400/w2c_baseline/125624491_f10_W2C.mp4
70418198_f11.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Aircraft/Jet/AEROJet_Mitsubishi MU2 Idle 06_PSE_OCX_CtSGz_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Machines/Medical/MACHMed_Respirator 01_PSE_OE_lq74W_0.wav,machines,P17,a01ed635-1f4f-4883-8283-becf7416f51e,a6fd1800-a17e-41dc-9a6b-5307f90c8efb,final_sampled_400/ours/70418198_f11_ours.mp4,final_sampled_400/w2c_baseline/70418198_f11_W2C.mp4
143342730_f5.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Vehicles - Basic/Vehicles/Truck Van & Suv/VEHTruck_2007 Ford Explorer SUV Start_PSE_OVB_RC1ig_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Bullets/Impact/BLLTImpt_Bullet Impact_PSE_OE_hFK4E_3.wav,vehicles,P18,31f4f6f7-177b-4dd9-8131-f6a6d1a4215d,843588f2-594d-4992-938e-929bc6f94ab9,final_sampled_400/ours/143342730_f5_ours.mp4,final_sampled_400/w2c_baseline/143342730_f5_W2C.mp4
122739094_f20.png,PSE_audio_dataset_split_filtered_JAN23_16k/Anime/Lasers/LASRBeam_Retro Glassy Sustained TAPE_PSE_ANI_Lyxhw_1.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,lasers,P19,2f172250-65cd-4972-8c39-2b1157d7a248,e68cca7d-583e-4368-8325-0b7484b09268,final_sampled_400/ours/122739094_f20_ours.mp4,final_sampled_400/w2c_baseline/122739094_f20_W2C.mp4
163884025_f0.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Wood/Friction/WOODFric_Creaks Hardwood Footsteps CU_PSE_OCX_jmlGs_1.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,foley,P20,da7e3a87-31d0-4173-9f48-cc69b9b256b0,fbe4d9b2-3c2f-4653-ba14-4d0f489ada61,final_sampled_400/ours/163884025_f0_ours.mp4,final_sampled_400/w2c_baseline/163884025_f0_W2C.mp4
99477638_f10.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Communications/Camera/COMCam_Camera Shutter Motorized 35mm Shutters_PSE_OCX_Rjh17_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Machines/Medical/MACHMed_Respirator 01_PSE_OE_lq74W_0.wav,wood,P1,45358a95-8393-4f2f-81d0-f04c27a8e522,8a902c7e-a005-4354-9f73-25cb8c26f170,final_sampled_400/ours/99477638_f10_ours.mp4,final_sampled_400/w2c_baseline/99477638_f10_W2C.mp4
91669562_f1.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Complete - Exclusive/Wood/Friction/WOODFric_Creaks Hardwood Footsteps CU_PSE_OCX_jmlGs_1.wav,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Guns - Pro/Guns/Automatic/GUNAuto_M60 Belt Fed Machine Gun Gunshot 269 17 M1_PSE_KCGP_pO7bC_5.wav,sports,P2,7d18d752-0782-4842-beb4-6bd7db2934b3,080b3f31-8374-4ce7-bfa1-8c377d6c4d3b,final_sampled_400/ours/91669562_f1_ours.mp4,final_sampled_400/w2c_baseline/91669562_f1_W2C.mp4
168548426_f1.png,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Expanded/Aircraft/Prop/AEROProp_Beechcraft Debonair Prop Plane Door Creak_PSE_OX_wWTIP_0.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Essentials/Trains/Horn/TRNHorn_Train Horn_PSE_OE_aJEyg_4.wav,trains,P3,5a0eb0b6-9645-4055-8370-907639e154c3,cf5c2619-8980-4415-b54b-7308d90fb7e4,final_sampled_400/ours/168548426_f1_ours.mp4,final_sampled_400/w2c_baseline/168548426_f1_W2C.mp4
118155863_f3.png,PSE_audio_dataset_split_filtered_JAN23_16k/King Collection - Vol. 1/Tools/Hand/TOOLHand_Chip Log Double Head Axe Clunk 37 02 ST5_PSE_KCV1_XHn4q_8.wav,PSE_audio_dataset_split_filtered_JAN23_16k/The Odyssey Collection - Machines/Communications/Camera/COMCam_Camera Flash Recharge Ascending Sharp Pitch 01_PSE_OM_4Cmzc_2.wav,foley,P4,03af7008-6168-4c8d-aa7e-167b300c31c1,86e4a798-0262-4b77-93fd-10d698b731c4,final_sampled_400/ours/118155863_f3_ours.mp4,final_sampled_400/w2c_baseline/118155863_f3_W2C.mp4
